brief_name,eng_name,name
SAOKHUE HIGH TECHNOLOGY COMPANY LIMITED,SAOKHUE HIGH TECHNOLOGY COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CAO SAO KHUÊ
-1,-1,CÔNG TY TNHH MTV CƠ KHÍ XÂY DỰNG & TM LÊ NA
-1,-1,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI HOÀ BÌNH
"CUC PHUONG TECH CO., LTD","CUC PHUONG TECH CO., LTD",CÔNG TY TNHH ỨNG DỤNG KHOA HỌC KỸ THUẬT CÚC PHƯƠNG
"THUY TRUC EXPORT CO.,LTD","THUY TRUC EXPORT CO.,LTD",CÔNG TY TNHH XUẤT KHẨU THỦY TRÚC
QUY NHON GREEN ARCHITECTURE COMPANY LIMITED,QUY NHON GREEN ARCHITECTURE COMPANY LIMITED,CÔNG TY TNHH KIẾN TRÚC XANH QUY NHƠN
A GREEN GREEN TREE LIMITED COMPANY,A GREEN GREEN TREE LIMITED COMPANY,CÔNG TY TNHH CÁI CÂY XANH XANH
-1,-1,CÔNG TY TNHH NAM HOÀNG PHƯƠNG
-1,"ANNA PRODUCTION SERVICES TRADING CO., LTD",Công Ty TNHH Thương Mại Dịch Vụ Sản Xuất Anna
BIEN DONG TRADING AND PRODUCTION INVESTMENT COMPANY LIMITED,BIEN DONG TRADING AND PRODUCTION INVESTMENT COMPANY LIMITED,CÔNG TY TNHH ĐẦU TƯ SẢN XUẤT VÀ THƯƠNG MẠI BIỂN ĐÔNG
-1,-1,CÔNG TY TNHH SẢN XUẤT LAN TRƯỜNG
"ANH DUNG INDUSTRY., JSC",Anh Dung Industry Joint Stock Company,Công Ty Cổ Phần Công Nghiệp Anh Dũng
LONG PHAT QUANG COMPANY LIMITED,LONG PHAT QUANG COMPANY LIMITED,CÔNG TY TNHH MỘT THÀNH VIÊN LONG PHÁT QUANG
SALICORNIA,SALICORNIA NGON BIEN JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN SALICORNIA NGÓN BIỂN
"PHUONG DONG TOUR CO.,LTD","PHUONG DONG TOUR CO.,LTD",CÔNG TY TNHH MỘT THÀNH VIÊN PHƯƠNG ĐÔNG TOUR
-1,BEE TREE COMPANY LIMITED,CÔNG TY TNHH BEE TREE
-1,-1,CÔNG TY TNHH TMDV VẠN TÍN PHÁT
PRESCO PRODUCE,PRESCO PRODUCE,CÔNG TY TNHH PRESCO PRODUCE
-1,-1,CÔNG TY CỔ PHẦN XÂY DỰNG & PHÁT TRIỂN NĂNG LƯỢNG QUANG CƯỜNG
-1,-1,CÔNG TY TNHH LA PARTY VIỆT NAM
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HOÀNG TRỌNG NAM
CÔNG TY CHẾ TẠO MÁY HẢI LONG,Hai Long Mechanical Machinery Manufacturing Limited Liability Company,Công Ty TNHH Cơ Khí Chế Tạo Máy Hải Long
-1,-1,CÔNG TY TNHH XĂNG DẦU THÂN MẾN
CÔNG TY TNHH CN&TB MT NGHỆ TĨNH,CÔNG TY TNHH CN&TB MT NGHỆ TĨNH,CÔNG TY TRÁCH NHIỆM HỮU HẠN CÔNG NGHỆ VÀ THIẾT BỊ MÔI TRƯỜNG NGHỆ TĨNH
-1,Công Ty TNHH Thương Mại Dịch Vụ Thiên Lãm,Công Ty TNHH Thương Mại Dịch Vụ Thiên Lãm
HKL VINA LIMITED COMPANY,HKL VINA LIMITED COMPANY,CÔNG TY TNHH HKL VINA
"SAVICO.,LTD","SAVICO.,LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ KỸ THUẬT CƠ ĐIỆN SAO VIỆT
-1,"NHAT MINH MED CO.,LTD",CÔNG TY TNHH THIẾT BỊ VẬT TƯ Y TẾ NHẬT MINH
-1,-1,CÔNG TY TNHH TIẾN THÀNH TIẾN
"TRUONG LOC TTAS., JSC","TRUONG LOC TTAS., JSC",CÔNG TY CỔ PHẦN CHUYỂN GIAO CÔNG NGHỆ VÀ DỊCH VỤ TRƯỜNG LỘC
-1,-1,CÔNG TY CỔ PHẦN TƯ VẤN VÀ ĐẦU TƯ TÂN PHONG
-1,-1,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI CÁT THÁI - CHI NHÁNH LMX
-1,-1,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ VẬN TẢI TUYẾT LAN
-1,-1,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ KỸ THUẬT H&T VIỆT NAM
-1,-1,CÔNG TY TNHH NHÀ HÀNG H.Q ĂN NGON
"NHAT PHUONG COMPUTER CO.,LTD","NHAT PHUONG COMPUTER CO.,LTD",CÔNG TY TNHH TIN HỌC NHẬT PHƯƠNG
-1,-1,CÔNG TY INABATA JAPAN
CÔNG TY TRÁCH NHIỆM HỮU HẠN KIẾN TRÚC VÀ NỘI THẤT HL DESIGN,CÔNG TY TRÁCH NHIỆM HỮU HẠN KIẾN TRÚC VÀ NỘI THẤT HL DESIGN,CÔNG TY TRÁCH NHIỆM HỮU HẠN KIẾN TRÚC VÀ NỘI THẤT HL DESIGN
"TILATRAVEL CO.,LTD",TILATRAVEL TOURISM SERVICES AND TRADING DEVELOPMENTAL COMPANY LIMITED,Công Ty TNHH Dịch Vụ Du Lịch Và Phát Triển Thương Mại Tilatravel
-1,-1,Công Ty TNHH Lê Hoàng T&t
-1,-1,CÔNG TY TNHH MTV DŨNG NGA LẠNG SƠN
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI VẬN TẢI PHÚC CƯỜNG PHÁT
CÔNG TY TNHH M-H,CÔNG TY TNHH M-H,CÔNG TY TNHH MỘT THÀNH VIÊN M-H
CÔNG TY TNHH BĐS PHÁT THỊNH VƯỢNG,-1,Công Ty TNHH Bất Động Sản Phát Thịnh Vượng
-1,-1,CÔNG TY TNHH MTV MẠNH KIÊN
BẢO TÍN BTG,Bao Tin Btg Joint Stock Company,Công Ty Cổ Phần Bảo Tín Btg
-1,-1,CÔNG TY TNHH ANH ĐỨC TỈNH ĐIỆN BIÊN
-1,"DL MECO.,JSC","CÔNG TY TNHH CƠ KHÍ, XÂY LẮP VÀ THƯƠNG MẠI DL"
"CTY HA NOI CO., LTD","CTY HA NOI CO., LTD",CÔNG TY TRÁCH NHIỆM HỮU HẠN PHÁT TRIỂN DỊCH VỤ THUỶ SẢN HẢI ĐĂNG
CTY TNHH TM KD BĐS ĐẠI PHÁT,CTY TNHH TM KD BDS DAI PHAT,CÔNG TY TNHH THƯƠNG MẠI KINH DOANH BẤT ĐỘNG SẢN ĐẠI PHÁT
-1,DINH CAO EDU JSC,CÔNG TY CỔ PHẦN GIÁO DỤC ĐỈNH CAO
"HONG HA TECHNOLOGY SCIENCE MATERIAL, MEDICAL EQUIPMENT COMPANY LIMITED","HONG HA TECHNOLOGY SCIENCE MATERIAL, MEDICAL EQUIPMENT COMPANY LIMITED","CÔNG TY TNHH THIẾT BỊ Y TẾ, VẬT TƯ KHOA HỌC KỸ THUẬT HỒNG HÀ"
-1,-1,CÔNG TY TNHH SONG TRIỆU
"THIEN AN CONNECT SERVICES TRADING CO.,LTD","THIEN AN CONNECT SERVICES TRADING CO.,LTD",CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KẾT NỐI THIÊN ÂN
NHUAN PHAT SX & TM COMPANY LIMITED,NHUAN PHAT SX & TM COMPANY LIMITED,CÔNG TY TNHH SX &AMP; TM NHUẬN PHÁT
-1,-1,Công Ty TNHH Đầu Tư Thương Mại Du Lịch Thời P Thịnh
HONG LINH HD COMPANY LIMITED),HONG LINH HD COMPANY LIMITED),CÔNG TY TNHH HỒNG LĨNH HD
"MINH TRAM TRADING & MANUFACTURING CO.,LTD",Minh Tram Trading & Manufacturing Company Limited,Công Ty TNHH Thương Mại & Sản Xuất Minh Trâm
TM VINA COMPANY LIMITED,TM VINA COMPANY LIMITED,CÔNG TY TNHH TM VINA
-1,-1,CÔNG TY CỔ PHẦN XÂY DỰNG CÔNG TRÌNH 6 YÊN BÁI
MINH PHUOC CONSTRUCTION AND SERVICES COMPANY LIMITED,MINH PHUOC CONSTRUCTION AND SERVICES COMPANY LIMITED,CÔNG TY TNHH XÂY DỰNG VÀ DỊCH VỤ MINH PHƯỚC
"LUXURY TRAVEL CO .,LTD","LUXURY TRAVEL CO .,LTD",CÔNG TY TNHH DU LỊCH SANG TRỌNG VIỆT NAM
URBANCONS,URBANCONS,CÔNG TY CỔ PHẦN URBAN CONSTRUCTION
-1,-1,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI ĐINH HƯƠNG
"HUNG DIEP ONE MEMBER CO., LTD","HUNG DIEP ONE MEMBER CO., LTD",CÔNG TY TNHH MỘT THÀNH VIÊN HƯNG ĐIỆP
"NAM HOA LU CO.,LTD","NAM HOA LU CO.,LTD",CÔNG TY TNHH MỘT THÀNH VIÊN NAM HOA LƯ
-1,-1,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN NGUYÊN DƯƠNG
-1,-1,Công Ty TNHH Nhà Ở New Land
THANH TUNG PRODUCING TRADING CO.LTD,THANH TUNG PRODUCING TRADING CO.LTD,CÔNG TY SẢN XUẤT - THƯƠNG MẠI THANH TÙNG
"ANH GIA KHANH CO.,LTD","ANH GIA KHANH CO.,LTD",CÔNG TY TNHH ĐẦU TƯ ANH GIA KHÁNH
-1,-1,CÔNG TY TNHH TMDV CÔNG NGHỆ - VIỄN THÔNG SÔNG TRĂNG
-1,-1,CÔNG TY TNHH TRANG TRÍ NỘI THẤT NAM TIẾN
THIEN HOANG PHU COMPANY LIMITED,THIEN HOANG PHU COMPANY LIMITED,CÔNG TY TNHH THIÊN HOÀNG PHÚ
CÔNG TY MTV SUỐI BÙN NẤM LIM,CÔNG TY MTV SUỐI BÙN NẤM LIM,CÔNG TY TNHH MỘT THÀNH VIÊN SUỐI BÙN NẤM LIM
-1,-1,CÔNG TY TNHH ĐẦU TƯ KITA KIẾN HƯNG PHÁT
"INTAD CO.,LTD","INTAD CO.,LTD",CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN VÀ ỨNG DỤNG CÔNG NGHỆ QUỐC TẾ
DAI LOC STUDY ABROAD CONSULTING AND INTERNATIONAL SERVICE CO,DAI LOC STUDY ABROAD CONSULTING AND INTERNATIONAL SERVICE CO,CÔNG TY TNHH TƯ VẤN DU HỌC VÀ DỊCH VỤ QUỐC TẾ ĐẠI LỘC
THINH HUNG PHARMACEUTICALS COMPANY LIMITED,THINH HUNG PHARMACEUTICALS COMPANY LIMITED,CÔNG TY TNHH DƯỢC PHẨM THỊNH HƯNG
-1,-1,CÔNG TY TNHH PHÁT TRIỂN ĐÔ THỊ MỸ HƯNG
-1,-1,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG HOÀNG SA
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI THỰC PHẨM VŨ DUY
SUOI HOA NATURAL PARK CO,SUOI HOA NATURAL PARK CO,CÔNG TY TNHH CÔNG VIÊN THIÊN NHIÊN SUỐI HOA
PT LOGISTICS CO,"PHUC THINH LOGISTICS TRANSPORT CO.,LTD",CÔNG TY TNHH VẬN TẢI GIAO NHẬN PHÚC THỊNH
-1,-1,CÔNG TY TNHH DỆT NHUỘM QIAOTAIXING VIỆT NAM
VIET - SKY TRAVEL COMPANY LIMITED,VIET - SKY TRAVEL COMPANY LIMITED,CÔNG TY TNHH VIET - SKY TRAVEL
CÔNG TY TNHH TM DV XNK HẢI SẢN BIỂN ĐẢO,CôNG TY TNHH TM DV XNK HảI SảN BIểN ĐảO,Công Ty TNHH Thương Mại Dịch Vụ Xuất Nhập Khẩu Hải Sản Biển Đảo
CÔNG TY TNHH MTV QUẢN LÝ VÀ XÂY DỰNG CÔNG TRÌNH 3,CÔNG TY TNHH MTV QUẢN LÝ VÀ XÂY DỰNG CÔNG TRÌNH 3,CÔNG TY TNHH MỘT THÀNH VIÊN QUẢN LÝ VÀ XÂY DỰNG CÔNG TRÌNH 3
XT COMPANY LIMITED,XT COMPANY LIMITED,CÔNG TY TNHH X T
-1,-1,CÔNG TY TNHH XÂY DỰNG & THƯƠNG MẠI TỔNG HỢP 559
-1,-1,"CÔNG TY TNHH MỘT THÀNH VIÊN VĨNH PHÚC (ĐƯỢC CHUYỂN ĐỔI TỪ CÔNG TY TNHH VĨNH PHÚC, GIẤY CHỨNG NHẬN ĐĂ"
3T VIET NAM TRADING DEVELOPMENT & SERVICES COMPANY LIMITED,3T VIET NAM TRADING DEVELOPMENT & SERVICES COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI PHÁT TRIỂN VÀ DỊCH VỤ 3T VIỆT NAM
-1,-1,CÔNG TY TNHH THƯƠNG MẠI VÀ PHÁT TRIỂN CÔNG NGHỆ LOA THÀNH
"MINH HUY SG CO., LTD",MINH HUY SG IMPORT EXPORT SERVICE TRADING COMPANY LIMITED,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI XUẤT NHẬP KHẨU MINH HUY SG
CTY CP TƯ VẤN ĐẦU TƯ BĐS HUY HOÀNG,CTY CP TƯ VẤN ĐẦU TƯ BĐS HUY HOÀNG,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ BẤT ĐỘNG SẢN HUY HOÀNG
-1,"HA AN GROUP., JSC",CÔNG TY CỔ PHẦN TẬP ĐOÀN HÀ AN
KAIZEN SECURITY SERVICES CORPORATION,Kaizen Security Services Corporation,Công Ty Cổ Phần Dịch Vụ Bảo Vệ Kaizen
HKĐ LOGISTIC EXPERT,HKĐ LOGISTIC EXPERT,CÔNG TY CỔ PHẦN HỢP TÁC KINH DOANH ĐẦU TƯ LOGISTIC EXPERT
CUU AN ONE NUMBER COMPANY LIMITED,CUU AN ONE NUMBER COMPANY LIMITED,CÔNG TY TNHH MỘT THÀNH VIÊN CỬU AN
"HUU TU CO.,LTD","HUU TU CO.,LTD",CÔNG TY TNHH THƯƠNG MẠI HỮU TỤ
-1,-1,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ PHƯƠNG ĐỨC
RESO GROUP,RESO GROUP JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN RESO GROUP
"EURASIANMEX CO., LTD","EURASIANMEX CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU Á - ÂU
-1,-1,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ VIỆT PHÚ
"NONG PHAT FERTILIZER CO.,LTD","NONG PHAT FERTILIZER CO.,LTD",CÔNG TY TNHH SẢN XUẤT PHÂN BÓN NÔNG PHÁT
-1,-1,CÔNG TY TNHH DP THIỆN AN
CÔNG TY TNHH TM &VT VĂN MINH,CôNG TY TNHH TM &VT VăN MINH,CÔNG TY TNHH THƯƠNG MẠI VÀ VẬN TẢI VĂN MINH
"VNM., CORP","VNM., CORP",CÔNG TY CỔ PHẦN ĐO LƯỜNG VIỆT NAM
-1,-1,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẦU TƯ DẦU KHÍ NAM SÔNG HẬU- CHI NHÁNH ĐỒNG THÁP 2
-1,WONIL ELECTRONICS COMPANY LIMITED,CÔNG TY TNHH WONIL ELECTRONICS
-1,-1,CÔNG TY TNHH CHẾ BIẾN LƯƠNG THỰC ĐỒNG TIẾN HẬU GIANG
-1,-1,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT HƯNG HÙNG HÀO
CTY TNHH TM DV HIỆP PHÁT THÔNG,CTY TNHH TM DV HIỆP PHÁT THÔNG,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HIỆP PHÁT THÔNG
CÔNG TY TNHH 1TV ĐẦU TƯ THƯƠNG MẠI THÀNH DUNG,CÔNG TY TNHH 1TV ĐẦU TƯ THƯƠNG MẠI THÀNH DUNG,CÔNG TY TNHH 1TV ĐẦU TƯ THƯƠNG MẠI THÀNH DUNG
"SONG NGUYEN SECURITY CO.,LTD",Song Nguyen Security Service Company Limited,Công Ty TNHH Dịch Vụ Bảo Vệ Song Nguyễn
"VAN PHONG TRANSPORTATION AND TRADING CO.,LTD",Van Phong Transportation And Trading Company Limited,Công Ty TNHH Vận Tải Và Thương Mại Vân Phong
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN TRƯƠNG HƯNG LONG
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN THỊNH HƯNG
"SALON A HAIR CO.,LTD",SALON A HAIR COMPANY LIMITED,CÔNG TY TNHH SALON A HAIR
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN THỊNH PHÁT 2
"RAZZLER VINA CO., LTD",RAZZLER VINA COMPANY LIMITED,Công Ty TNHH Razzler Vina
"ANH MINH B.I CO.,LTD","ANH MINH B.I CO.,LTD",CÔNG TY TNHH ĐẦU TƯ KINH DOANH ANH MINH
-1,-1,CÔNG TY TNHH ĐỨC KIM HOÀNG
-1,-1,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ LONG BÌNH HÀ NỘI
DAMCO,DAMCO,CÔNG TY CƠ KHÍ ÔTÔ VÀ THIẾT BỊ ĐIỆN ĐÀ NẴNG
NAGAS,NAGAS COMPANY LIMITED,CÔNG TY TNHH NAGAS
-1,ROYAL VINA TRAVEL COMPANY LIMITED,CÔNG TY TNHH DU LỊCH HOÀNG GIA VINA
POUCHEN INTERPRISE LTD,POU CHEN VIETNAM ENTERPRISE LTD,CÔNG TY TNHH POU CHEN VIỆT NAM
"TRAN ANH BUSINCO.,JSC","TRAN ANH BUSINCO.,JSC",CÔNG TY CỔ PHẦN KINH DOANH TRẦN ANH
-1,3tc Trading And Production Company Limited,Công Ty TNHH Sản Xuất Và Thương Mại 3tc
-1,-1,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ CÔNG TIẾN
-1,-1,CÔNG TY TNHH THẾ GIỚI TRÀ THẢO MỘC
"NGOC GIANG DISTRIBUTION CO., LTD",NGOC GIANG PAINT DISTRIBUTION COMPANY LIMITED,CÔNG TY TNHH PHÂN PHỐI SƠN NGỌC GIANG
"NEW GREEN TRADING CO.,LTD","NEW GREEN TRADING CO.,LTD",CÔNG TY TNHH NEW GREEN TRADING
-1,-1,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI HUY HOÀNG LONG
"SANTONG VIETNAM CO.,LTD",Santong Vietnam Company Limited,Công Ty TNHH Santong Việt Nam
"THIEN TAN.,JSC","THIEN TAN.,JSC",CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG THIÊN TÂN
-1,"NGOC THANH MCS CO., LTD",CÔNG TY TRÁCH NHIỆM HỮU HẠN SX DV TM NGỌC THANH
"HUONG GIANG PATS CO.,LTD","HUONG GIANG PATS CO.,LTD",CÔNG TY TNHH DỊCH VỤ VẬN TẢI VÀ BƯU CHÍNH HƯƠNG GIANG
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN VIỆT ĐẠI AN
-1,HOCMAI.VN SAIGON JSC,CÔNG TY CỔ PHẦN HOCMAI
"NATURAL LIFE SOURCES CO., LTD",NATURAL LIFE SOURCES COMPANY LIMITED,CÔNG TY TNHH NGUỒN SỐNG THIÊN NHIÊN
-1,-1,CÔNG TY CỔ PHẦN VẬN TẢI VÀ THƯƠNG MẠI AN ĐỒNG
-1,-1,CÔNG TY TNHH DU LỊCH GIANG PHONG
-1,THANH HUY CONSTRUCTION AND TRADING COMPANY LIMITED,CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI THÀNH HUY
-1,PHUC HUNG THINH SERVICE TRADING INVEST COMPANY LIMITED,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ PHÚC HƯNG THỊNH
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN CHÁNH TÂM CÀ MAU
HOANG NAM ITC,HOANG NAM INVESTMENT TRADING AND CONSTRUCTION JOINT STOCK COMPANY,CÔNG TY CP ĐẦU TƯ THƯƠNG MẠI VÀ XÂY DỰNG HOÀNG NAM
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN IN VÀ QUẢNG CÁO THẾ HUỲNH
"HUNGDAT CO.,LTD","HUNGDAT CO.,LTD",CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ HƯNG ĐẠT
"SURPASSER CO., LTD",SURPASSER TECHNOLOGY COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ SURPASSER
ANH PHAT PHARMACEUTICAL TRADING COMPANY LIMITED,ANH PHAT PHARMACEUTICAL TRADING COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM ANH PHÁT
CÔNG TY TNHH XNK THỨC ĂN GIA SÚC THANH THÚY LOAN,CôNG TY TNHH XNK THứC ăN GIA SúC THANH THúY LOAN,CÔNG TY TNHH XUẤT NHẬP KHẨU THỨC ĂN GIA SÚC THANH THÚY LOAN
-1,-1,CÔNG TY TNHH ĐỒ GỖ HẢI NGUYÊN
-1,Công Ty TNHH Hs Corporation,Công Ty TNHH Hs Corporation
DOPACO GROUP,Dopaco Group Company Limited,Công Ty TNHH Dopaco Group
"ATNB TECHNOLOGY AND CONSTRUCTION., JSC",Atnb Technology And Construction Joint Stock Company,Công Ty Cổ Phần Công Nghệ Và Xây Dựng Atnb
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN 3 K
"DAI LOC E-COM CO.,LTD",Dai Loc E-commerce Company Limited,Công Ty TNHH Thương Mại Điện Tử Đại Lộc
-1,ROYAL TRADING - EQUIPMENT CORPORATION,CÔNG TY CỔ PHẦN THƯƠNG MẠI - THIẾT BỊ HOÀNG GIA
THANH HUNG TRADING INVESTMENT AND TRANSPORTATION SERVICE COM,THANH HUNG TRADING INVESTMENT AND TRANSPORTATION SERVICE COM,CÔNG TY TNHH DỊCH VỤ VẬN TẢI VÀ ĐẦU TƯ THƯƠNG MẠI THÀNH HƯNG
-1,NINH HAI IMPORT EXPORT SERVICE TRADING COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU NINH HẢI
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN TRỊNH THANH HÀ BÌNH DƯƠNG
-1,-1,CÔNG TY TNHH DỊCH VỤ MÔI TRƯỜNG XANH THÀNH ĐẠT
-1,"THUONG HIEU DAI VIET CO.,LTD",CÔNG TY TNHH THƯƠNG HIỆU ĐẠI VIỆT
-1,-1,CÔNG TY CỔ PHẦN PHÂN PHỐI MESA - CHI NHÁNH LONG AN
CTY TNHH MTV ĐỖ VĂN VƯƠNG,CTY TNHH MTV DO VAN VUONG,CÔNG TY TNHH MỘT THÀNH VIÊN ĐỖ VĂN VƯƠNG
"CUC THI SERVICES TRADING CO., LTD",CUC THI SERVICES TRADING COMPANY LIMITED,Công Ty TNHH Thương Mại Dịch Vụ Cúc Thị
VĂN ĐIỀN,VĂN ĐIỀN,CÔNG TY TNHH VĂN ĐIỀN
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ DU LỊCH NGÔI SAO HÀ NỘI
-1,YT INTERNATIONAL LOGISTICS VIET NAM COMPANY LIMITED,CÔNG TY TNHH YT INTERNATIONAL LOGISTICS VIỆT NAM
CÔNG TY TNHH MTV QUỐC GIA THỊNH,CÔNG TY TNHH MTV QUỐC GIA THỊNH,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN QUỐC GIA THỊNH
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG THƯƠNG MẠI DỊCH VỤ CALI
"TPA I&A.,JSC",TPA INVESTMENT AND ARCHITECTURE JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN KIẾN TRÚC VÀ ĐẦU TƯ TPA
-1,-1,CÔNG TY CỔ PHẦN TÂN HOÀNG MAI
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI-DỊCH VỤ H & D
"MAXIMUM SOURCING CO.,LTD","MAXIMUM SOURCING CO.,LTD",CÔNG TY TNHH MAXIMUM SOURCING
"TOAN THANG IMPORT EXPORT SERVICE TRADING INVESTMENT CO.,LTD","TOAN THANG IMPORT EXPORT SERVICE TRADING INVESTMENT CO.,LTD",CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU TOÀN THẮNG
CÔNG TY TNHH THƯƠNG MẠI VẬN TẢI XĂNG DẦU PHƯỚC NGHĨA,CÔNG TY TNHH THƯƠNG MẠI VẬN TẢI XĂNG DẦU PHƯỚC NGHĨA,CÔNG TY TNHH THƯƠNG MẠI VẬN TẢI XĂNG DẦU PHƯỚC NGHĨA
-1,-1,CÔNG TY TNHH MTV TUẤN NHÂM
-1,-1,CÔNG TY TNHH NÔNG NGHIỆP TRƯỜNG LÂM
"FOUR SEASONS FLOWER CO.,LTD","FOUR SEASONS FLOWER CO.,LTD",CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ BỐN MÙA HOA
-1,-1,CÔNG TY CỔ PHẦN XI MĂNG GIA LAI
TUAN AN ELECTRIC EQUIPMENT JOINT STOCK COMPANY,TUAN AN ELECTRIC EQUIPMENT JOINT STOCK COMPANY,Công Ty Cổ Phần Thiết Bị Điện Tuấn ân
MC NORTH JSC,MC NORTH JSC,CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG CÔNG TRÌNH HÀNG HẢI MIỀN BẮC
DALAT BECO,DALAT BEVERAGE JOINT-STOCK COMPANY,CÔNG TY CP RƯỢU BIA ĐÀ LẠT
-1,-1,CÔNG TY TNHH YANGLIN GLOBAL VN(NỘP HỘ NHÀ THẦU NƯỚC NGOÀI)
PCI QUANG DUC,PCI QUANG DUC,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG QUANG ĐỨC
TAMY PHARMA,TAMY PHARMA,Công Ty CP Dược Phẩm Tamy
AV LTD,AV COMPANY LIMITED,CÔNG TY TNHH AV
-1,-1,CÔNG TY TNHH KINH DOANH TRÒ CHƠI GIẢI TRÍ PHƯƠNG THÙY
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN TUYẾT XUÂN
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU VÀNG DUY CHÍNH,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU VÀNG DUY CHÍNH,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU VÀNG DUY CHÍNH
-1,-1,CÔNG TY TNHH PHÚ THANH LONG
-1,-1,CÔNG TY TNHH UNCLE TETSU VIỆT NAM
-1,-1,CÔNG TY TNHH THƯƠNG MẠI ĐẠT THÀNH
PALMARCHI VN CORP,PALMARCHI VN CORP,CÔNG TY CỔ PHẦN PALMARCHI VN
CÔNG TY TNHH MTV PHÙNG QUANG DUYỆT,CÔNG TY TNHH MTV PHÙNG QUANG DUYỆT,CÔNG TY TNHH MỘT THÀNH VIÊN PHÙNG QUANG DUYỆT
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TIN HỌC BESTZONE
-1,"I-FIELD TECHNOLOGY CO., LTD",CÔNG TY TNHH MTV CÔNG NGHỆ I-FIELD
-1,-1,CÔNG TY CỔ PHẦN CHỨNG KHOÁN PHƯƠNG NAM -CHI NHÁNH HÀ NỘI
"VIETBA DEVEL CO., LTD","VIETBA DEVEL CO., LTD",CÔNG TY TNHH PHÁT TRIỂN VIỆT BA
